村志代码 Gazetteer Code,村志书名 Gazetteer Title,姓氏总数 Total Number of Last Names in Village,前五大姓氏 - 汉字 Five Most Common Last Names in Village - Chinese Characters,前五大姓氏 - 汉语拼音 Five Most Common Last Names in Village - Hanyu Pinyin
801,星光村志,58,"张, 顾, 严, 徐, 叶","Zhang, Gu, Yan, Xu, Ye"
802,北平村志,79,"张, 王, 李, 党, 刘","Zhang, Wang, Li, Dang, Liu"
803,北七家庄村志,n/a,"吕, 王, 赵, n/a, n/a","Lü, Wang, Zhao, n/a, n/a"
804,北岭头村志,56,"崔, n/a, n/a, n/a, n/a","Cui, n/a, n/a, n/a, n/a"
805,北台上村志,n/a,"孟, n/a, n/a, n/a, n/a","Meng, n/a, n/a, n/a, n/a"
807,水库村志,87,n/a,n/a
809,沙坪寺村志,n/a,"贺, n/a, n/a, n/a, n/a","He, n/a, n/a, n/a, n/a"
810,讲武殿村志,16,n/a,n/a
813,八方村志,n/a,"韩, 高, 温, 张, 安","Han, Gao, Wen, Zhang, An"
814,鳌头村志,61,"张, 冯, 郭, 马, 李","Zhang, Feng, Guo, Ma, Li"
815,龙泉村志,50,"李, 杨, 赵, 段, 张","Li, Yang, Zhao, Duan, Zhang"
816,土堆村志,18,n/a,n/a
818,东营村志,47,"张, 周, 赵, 杨, 王","Zhang, Zhou, Zhao, Yang, Wang"
819,北胡庄村志,69,"张, 冯, 封, 靳, 徐","Zhang, Feng, Feng, Jin, Xu"
820,白洋村志,106,"朱, 沈, 赵, 王, 张","Zhu, Shen, Zhao, Wang, Zhang"
821,慈峪村志,49,n/a,n/a
822,东白仓村志,20,"申, 谷, 朱, 武, 吴","Shen, Gu, Zhu, Wu, Wu"
823,福永村志,44,"陈, 梁, 庄, n/a, n/a","Chen, Liang, Zhuang, n/a, n/a"
824,东八村村志,16,n/a,n/a
825,东升村志,53,"温, 曾, 罗, 潘, 杨","Wen, Zeng, Luo, Pan, Yang"
826,东皇墓村志,27,n/a,n/a
827,营前村志,23,"褚, 王, 陈, 郎, 童","Chu, Wang, Chen, Lang, Tong"
828,大谈村志,23,"郑, 陈, 赵, 杜, 梁","Zheng, Chen, Zhao, Du, Liang"
831,沿南村志,38,n/a,n/a
832,白坟村志,11,"张, 郭, 王, 崔, 刘","Zhang, Guo, Wang, Cui, Liu"
833,营房村志,104,n/a,n/a
834,张桥村志,126,"沈, 陆, 吴, 何, n/a","Shen, Lu, Wu, He, n/a"
835,岸上村志,5,"郭, 张, 刘, 陈, 邵","Guo, Zhang, Liu, Chen, Shao"
836,枫深村志,16,n/a,n/a
839,赤水垟志,41,"钱, 陈, 黄, 李, 张","Qian, Chen, Huang, Li, Zhang"
840,侨乡村志,11,"潘, 刘, 温, 谢, 黄","Pan, Liu, Wen, Xie, Huang"
842,美林村志,27,"林, 郭, 潘, 苏, 李","Lin, Guo, Pan, Su, Li"
843,蔡和村志,66,"罗, 郑, 肖, 黄, 巫","Luo, Zheng, Xiao, Huang, Wu"
845,峒峪村志,11,n/a,n/a
847,牛薛沟村志,19,"吴, 贾, 邢, 陆, 曹","Wu, Jia, Xing, Lu, Cao"
848,邓村村志,12,"徐, 康, 陈, 韩, 马","Xu, Kang, Chen, Han, Ma"
849,碧龙村志,10,n/a,n/a
850,永联村志,125,"王, 周, 沈, 陈, 俞","Wang, Zhou, Shen, Chen, Yu"
851,北焦村志,17,"刘, 李, 张, 王, 陈","Liu, Li, Zhang, Wang, Chen"
852,北海山村志,22,n/a,n/a
853,坂田村志,29,"唐, 俞, 龚, n/a, n/a","Tang, Yu, Gong, n/a, n/a"
857,下邽志村志,12,n/a,n/a
860,二十里铺村志,n/a,"朱, 李, 曹, 赵, n/a","Zhu, Li, Cao, Zhao, n/a"
861,东山村志,56,"邬, 王, 张, 刘, 蒋","Wu, Wang, Zhang, Liu, Jiang"
862,王官屯村志,17,n/a,n/a
863,戴湾村志,32,n/a,n/a
864,柳子圪旦村志,92,"李, 王, 高, 刘, 边","Li, Wang, Gao, Liu, Bian"
865,理家庄村志,23,"王, 武, 石, 翟, 肖","Wang, Wu, Shi, Zhai, Xiao"
866,小车村志,97,"张, 李, 孙, 臧, 黄","Zhang, Li, Sun, Zang, Huang"
867,同阁村志,17,"杜, 葛, 马, 姚, 刘","Du, Ge, Ma, Yao, Liu"
868,上柳源村志,41,杨刘王叶李,"Yang, Liu, Wang, Ye, Li"
869,库城村志,35,"乔, 赵, 郭, 王, 张","Qiao, Zhao, Guo, Wang, Zhang"
871,堆谷山村志,25,"蔡, 严, 汪, 王, 汤","Cai, Yan, Wang, Wang, Tang"
872,三房巷村志,216,"赵, 李, 卞, 缪, 徐","Zhao, Li, Bian, Miao, Xu"
873,余川村志,15,n/a,n/a
874,大打白狐村志,109,n/a,n/a
875,海口里仁村志,159,"马, 杨, 李, 张, 王","Ma, Yang, Li, Zhang, Wang"
876,永清村志,99,"李, 赵, 张, 王, 寇","Li, Zhao, Zhang, Wang, Kou"
878,姜湾村志,65,"彭, 陈, 徐, 秦, n/a","Peng, Chen, Xu, Qin, n/a"
879,恬庄村志,140,"王, 陈, 李, 钱, 徐","Wang, Chen, Li, Qian, Xu"
881,后山村志,15,"黄, 潘, 王, 包, 尹","Huang, Pan, Wang, Bao, Yin"
882,桃子溪村志,39,"张, 李, 廖, 揭, 雷","Zhang, Li, Liao, Jie, Lei"
883,栗子坪村志,70,"王, 何, 冯, 陈, 周","Wang, He, Feng, Chen, Zhou"
884,栗林河村志,75,"陈, 杨, 李, 唐, 范","Chen, Yang, Li, Tang, Fan"
885,歙县三阳村志,52,"洪, n/a, n/a, n/a, n/a","Hong, n/a, n/a, n/a, n/a"
886,大峡谷村志,36,n/a,n/a
887,胡家坟村志,107,"胡, 陈, 徐, 张, 王","Hu, Chen, Xu, Zhang, Wang"
888,云家码头村志,n/a,"云, n/a, n/a, n/a, n/a","Yun, n/a, n/a, n/a, n/a"
889,杓袁村志,24,n/a,n/a
890,西河村志,20,"孙, 刘, n/a, n/a, n/a","Sun, Liu, n/a, n/a, n/a"
891,昝村志,46,"李, 晋, 张, 朱, 陈","Li, Jin, Zhang, Zhu, Chen"
892,良陌村志,22,"戴, 张, 王, 郭, 李","Dai, Zhang, Wang, Guo, Li"
893,东桃村志,115,"杨, 沈, 董, 陈, 王","Yang, Shen, Dong, Chen, Wang"
894,小㘵村志,5,"江, 缪, 黄, 吕, 马","Jiang, Miao, Huang, Lü, Ma"
896,西九水村志,84,"刘, 王, 张, 李, 宋","Liu, Wang, Zhang, Li, Song"
898,大白登村志,49,n/a,n/a
899,放羊坪村志,57,"刘, 蒋, 陈, 余, 蔡","Liu, Jiang, Chen, Yu, Cai"
900,欧桥村志,156,"张, 陈, 徐, 王, 陆","Zhang, Chen, Xu, Wang, Lu"
902,陈家墕村志,n/a,"陈, n/a, n/a, n/a, n/a","Chen, n/a, n/a, n/a, n/a"
903,木头峪村志,10,"张, 苗, 曹, n/a, n/a","Zhang, Miao, Cao, n/a, n/a"
905,西上庄村志,15,"李, 王, 于, 徐, 扈","Li, Wang, Yu, Xu, Hu"
906,龙泉村志,123,"陈, 盛, 李, 庄, 沈","Chen, Sheng, Li, Zhuang, Shen"
909,西水磨村志,7,"宋, 张, 王, 庆, 李","Song, Zhang, Wang, Qing, Li"
910,江浦村志,46,"李, 王, 高, 范, 刘","Li, Wang, Gao, Fan, Liu"
911,张家塔村志,n/a,"张, n/a, n/a, n/a, n/a","Zhang, n/a, n/a, n/a, n/a"
912,渡桥村志,163,"吴, 陈, 张, 周, 王","Wu, Chen, Zhang, Zhou, Wang"
913,西台村志,58,"李, 王, 江, 刘, 张","Li, Wang, Jiang, Liu, Zhang"
914,吴兴村志,138,"于, 张, 王, 赵, 李","Yu, Zhang, Wang, Zhao, Li"
915,桃王庄村志,51,"陈, 董, 王, 李, 许","Chen, Dong, Wang, Li, Xu"
917,安乐村志,44,n/a,n/a
919,劳动村志,106,"王, 李, 郁, 丁, 徐","Wang, Li, Yu, Ding, Xu"
920,和平村志,122,n/a,n/a
921,桂南村志,98,"古, 毛, 张, 李, 陈","Gu, Mao, Zhang, Li, Chen"
922,建农村志,38,"陈, 沈, 胡, 孙, 王","Chen, Shen, Hu, Sun, Wang"
923,王安堡村志,17,n/a,n/a
925,上官村志,50,"张, 李, n/a, n/a, n/a","Zhang, Li, n/a, n/a, n/a"
926,东六合村志,20,n/a,n/a
927,光明村志,113,"张, 阮, 李, 潘, 胡","Zhang, Ruan, Li, Pan, Hu"
928,甲岸村志,55,"黄, n/a, n/a, n/a, n/a","Huang, n/a, n/a, n/a, n/a"
929,赵村村志,24,"王, 范, 高, 梁, 刘","Wang, Fan, Gao, Liang, Liu"
931,小许庄村志,33,"吴, 宋, 姜, 王, 苗","Wu, Song, Jiang, Wang, Miao"
932,邢庄村志,32,"邢, 李, 王, 曹, 张","Xing, Li, Wang, Cao, Zhang"
933,无为庄村志,14,"刘, 王, 石, 张, 曹","Liu, Wang, Shi, Zhang, Cao"
934,微水村志,105,"张, 高, 刘, 陈, 王","Zhang, Gao, Liu, Chen, Wang"
935,拦车村志,21,"韩, 王, 张, 郭, 董","Han, Wang, Zhang, Guo, Dong"
936,蒋庄村志,108,"沈, 张, 顾, 陈, 俞","Shen, Zhang, Gu, Chen, Yu"
937,赤社村志,27,"吕, 黄, 梁, 闫, 张","Lü, Huang, Liang, Yan, Zhang"
938,交丙坛村志,n/a,"陈, n/a, n/a, n/a, n/a","Chen, n/a, n/a, n/a, n/a"
939,邢寨村志,n/a,"邢, 时, 任, 朱, 徐","Xing, Shi, Ren, Zhu, Xu"
940,西林西村志,9,"孔, 赵, 宋, 艾, 曹","Kong, Zhao, Song, Ai, Cao"
942,西古现村志,17,"于, 车, 萧, 刘, 朱","Yu, Che, Xiao, Liu, Zhu"
943,崔家庄村志,74,"智, 阎, 郭, 高, 张","Zhi, Yan, Guo, Gao, Zhang"
944,聪子峪村志,23,"史, 王, 刘, 张, 孙","Shi, Wang, Liu, Zhang, Sun"
945,大北村志,95,"刘, 罗, 荆, 张, 王","Liu, Luo, Jing, Zhang, Wang"
946,金建村志,115,"金, 朱, 王, 张, 沈","Jin, Zhu, Wang, Zhang, Shen"
947,大望京村志,150,n/a,n/a
949,西王村志,12,"王, n/a, n/a, n/a, n/a","Wang, n/a, n/a, n/a, n/a"
950,西马村志,42,"李, 王, 张, 罗, 耿","Li, Wang, Zhang, Luo, Geng"
951,两坂村志,13,"李, n/a, n/a, n/a, n/a","Li, n/a, n/a, n/a, n/a"
952,李堡村志,30,"范, n/a, n/a, n/a, n/a","Fan, n/a, n/a, n/a, n/a"
953,后郭村志,113,"陈, 刘, 佘, 董, 杨","Chen, Liu, She, Dong, Yang"
954,辛庄村志,17,"田, 韩, 李, 杨, 张","Tian, Han, Li, Yang, Zhang"
955,和平村志,30,"梁, 陈, 郭, 霍, 何","Liang, Chen, Guo, Huo, He"
956,城南村志,67,"王, 刘, 姚, 郭, 张","Wang, Liu, Yao, Guo, Zhang"
957,城东村志,91,"李, 王, 张, 郭, 田","Li, Wang, Zhang, Guo, Tian"
958,城内村志,91,"张, 韩, 樊, 李, 王","Zhang, Han, Fan, Li, Wang"
959,潢涌村志,122,"黎, 郭, 袁, 陈, 丁","Li, Guo, Yuan, Chen, Ding"
960,环山村志,n/a,"龚, n/a, n/a, n/a, n/a","Gong, n/a, n/a, n/a, n/a"
961,西董铺村志,92,"李, 张, 王, 刘, 赵","Li, Zhang, Wang, Liu, Zhao"
962,冼村村志,14,"冼, 卢, 梁, 罗, n/a","Xian, Lu, Liang, Luo, n/a"
963,楚寨村志,23,n/a,n/a
965,崔楼村志,51,n/a,n/a
966,酒务村志,38,"李, 赵, 张, 毕, 牛","Li, Zhao, Zhang, Bi, Niu"
967,卜居头村志,4,"卜, 张, 牛, 马, n/a","Bu, Zhang, Niu, Ma, n/a"
968,保宁村志,n/a,"赵, 马, 车, n/a, n/a","Zhao, Ma, Che, n/a, n/a"
970,涧塘村志,58,"陈, 周, 章, 王, 赵","Chen, Zhou, Zhang, Wang, Zhao"
971,朱麻硷村志,10,"朱, 麻, n/a, n/a, n/a","Zhu, Ma, n/a, n/a, n/a"
972,李街村志,61,"许, 李, 刘, 张, 潘","Xu, Li, Liu, Zhang, Pan"
974,箭泾村志,159,"顾, 朱, 周, 徐, 陈","Gu, Zhu, Zhou, Xu, Chen"
975,崔庄村志,n/a,"崔, 康, 李, 王, 常","Cui, Kang, Li, Wang, Chang"
976,陈堡村志,39,n/a,n/a
978,驼房营村志,n/a,"苏, n/a, n/a, n/a, n/a","Su, n/a, n/a, n/a, n/a"
980,卢沟桥村志,171,"刘, 李, 张, 王, 郭","Liu, Li, Zhang, Wang, Guo"
981,广川街村志,8,"王, n/a, n/a, n/a, n/a","Wang, n/a, n/a, n/a, n/a"
982,车厂村志,93,"刘, 张, 李, 王, 赵","Liu, Zhang, Li, Wang, Zhao"
983,兴复村志,82,"顾, 黄, 朱, 陈, 钟","Gu, Huang, Zhu, Chen, Zhong"
984,黄皮村志,20,"欧阳, 张, 刘, 邹, 黄","Ouyang, Zhang, Liu, Zou, Huang"
986,大楚留村志,25,"于, 高, 张, 刘, 赵","Yu, Gao, Zhang, Liu, Zhao"
987,华新村志,56,n/a,n/a
988,老道井村志,62,n/a,n/a
989,新新村志,109,"张, 吴, 陆, 沈, 曹","Zhang, Wu, Lu, Shen, Cao"
990,城子村志,n/a,"张, 姚, 苏, 岳, n/a","Zhang, Yao, Su, Yue, n/a"
991,花园村志,162,"钱, 徐, 陈, 张, 陆","Qian, Xu, Chen, Zhang, Lu"
992,故城村志,6,"梁, 胡, 李, 郭, 仝","Liang, Hu, Li, Guo, Tong"
993,都康村志,n/a,"叶, 丘, 张, n/a, n/a","Ye, Qiu, Zhang, n/a, n/a"
994,廖家林村志,123,"黄, 李, 刘, 陈, 王","Huang, Li, Liu, Chen, Wang"
997,葛寨村志,16,"张, 牛, 郭, 崔, n/a","Zhang, Niu, Guo, Cui, n/a"
998,崔家村志,11,"崔, 宋, 赵, 郭, 夏","Cui, Song, Zhao, Guo, Xia"
999,篁墩村志,44,"汪, 程, 吴, 方, 胡","Wang, Cheng, Wu, Fang, Hu"
1000,兰寨村志,25,n/a,n/a
