gazetteerId,villageInnerId,categoryId,unitId,data
967,967,1,3,296.0
968,968,1,3,520.0
972,972,1,3,552.0
974,974,1,3,NULL
975,975,1,3,112.0
976,976,1,3,NULL
977,977,1,3,NULL
978,978,1,3,32.0
979,979,1,3,45.0
980,980,1,3,52.0
981,981,1,3,NULL
982,982,1,3,NULL
983,983,1,3,NULL
984,984,1,3,NULL
986,986,1,3,NULL
987,987,1,3,NULL
988,988,1,3,NULL
989,989,1,3,3.5
990,990,1,3,100.0
991,991,1,3,4.0
993,993,1,3,270.0
994,994,1,3,NULL
996,996,1,3,340.0
997,997,1,3,NULL
998,998,1,3,NULL
999,999,1,3,NULL
1000,1000,1,3,NULL
